App,Sentiment_Subjectivity,Sentiment_Polarity,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Current Ver 1,Current Ver 2,Current Ver 3,Current Ver 4,Current Ver 5,Current Ver 6,Android Ver 1,Android Ver 2,Android Ver 3,Android Ver 4,Android Ver 5
150,150,0.4977232132946419,0.09827310406762133,17,3.8,67007,232000.0,7,0,0.0,1,39,1362546000.0,1.2.0,2.2 and up,1,2,0,0,0,0,2,2,0,0,0
151,151,0.622075493025493,0.06089141113516113,17,3.5,126862,624000.0,8,0,0.0,1,39,1326776400.0,1.0,2.2 and up,1,0,0,0,0,0,2,2,0,0,0
152,152,0.4431693542568542,0.06293150444173878,6,4.2,1092337,17708452.45098039,9,0,0.0,3,22,1532404800.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
153,153,0.429327876984127,0.17438616071428573,3,3.5,156,42000000.0,5,0,0.0,1,12,1518670800.0,3.1.7.9,2.2 and up,3,1,7,9,0,0,2,2,0,0,0
154,154,0.10551704545454546,0.016356425583964655,24,4.4,5282578,17708452.45098039,10,0,0.0,1,48,1532923200.0,7.6.5,4.3 and up,7,6,5,0,0,0,4,3,0,0,0
155,155,0.2625664682539683,-0.017111900252525254,9,3.4,87384,17708452.45098039,8,0,0.0,1,31,1473825600.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
156,156,0.20418520522687186,0.05092449795574795,21,4.3,296781,17708452.45098039,8,0,0.0,2,43,1532404800.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
157,157,0.25937371482683985,0.10202813852813855,28,4.2,18678,17708452.45098039,6,0,0.0,1,64,1524628800.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
158,158,0.40415414562289553,0.1351203458271329,6,4.3,12842860,17708452.45098039,10,0,0.0,1,22,1533182400.0,Varies with device,4.0.3 and up,0,0,0,0,0,0,4,0,3,0,0
159,159,0.3497714002267574,0.1490529127370645,12,4.3,5905,50000000.0,5,0,0.0,1,35,1532664000.0,6.0.2,4.4 and up,6,0,2,0,0,0,4,4,0,0,0
160,160,0.49057109036796537,0.4249457070707071,12,4.2,36746,17708452.45098039,7,0,0.0,1,35,1532404800.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
161,161,0.42883211580086567,0.17134343434343433,7,4.4,218,27000000.0,2,0,0.0,3,23,1532318400.0,5.2.9,4.1 and up,5,2,9,0,0,0,4,1,0,0,0
162,162,0.45419049873737377,0.1214031836219336,7,4.4,12632,29000000.0,6,0,0.0,3,23,1532664000.0,3.5.0.1,4.1 and up,3,5,0,1,0,0,4,1,0,0,0
163,163,0.4599005230880232,0.12373893972189429,7,3.5,241,2800000.0,3,0,0.0,3,23,1527825600.0,2.2.0.1748,5.0 and up,2,2,0,1748,0,0,5,0,0,0,0
164,164,0.39345528950216446,0.3330537292568543,20,4.7,623,20000000.0,3,0,0.0,4,42,1532836800.0,4.0.5,4.3 and up,4,0,5,0,0,0,4,3,0,0,0
165,165,0.45457481794691107,0.2647639182522903,1,4.3,348,38000000.0,4,0,0.0,1,8,1532836800.0,1.0.3,2.3 and up,1,0,3,0,0,0,2,3,0,0,0
166,166,0.3673161525974025,0.04597926812770563,9,4.2,14807,19000000.0,6,0,0.0,4,31,1531022400.0,11.45.0,4.4 and up,11,45,0,0,0,0,4,4,0,0,0
167,167,0.4221453026140526,-0.01253465631590631,14,4.5,216849,17708452.45098039,8,0,0.0,1,1,1531713600.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
168,168,0.41012519511738255,0.18498650308025305,23,4.3,881,5900000.0,2,1,9.99,1,47,1529467200.0,2.5.9,2.1 and up,2,5,9,0,0,0,2,1,0,0,0
169,169,0.5519399908953481,0.30767763519549235,7,4.1,2067,24000000.0,4,0,0.0,3,23,1532491200.0,1.6.1,4.4 and up,1,6,1,0,0,0,4,4,0,0,0
170,170,0.3189991071428572,0.1879574675324675,12,4.5,64959,39000000.0,6,0,0.0,1,35,1529294400.0,5.0.1,4.1 and up,5,0,1,0,0,0,4,1,0,0,0
171,171,0.19935907032782035,0.1566544612794613,8,4.3,266948,21000000.0,8,0,0.0,1,24,1532923200.0,20.7.2,4.4 and up,20,7,2,0,0,0,4,4,0,0,0
172,172,0.5310914727633477,0.30162997159090915,8,4.4,54798,11000000.0,6,0,0.0,1,24,1532923200.0,20.7.2,4.4 and up,20,7,2,0,0,0,4,4,0,0,0
173,173,0.4576151695526695,0.2643419913419914,11,4.6,9652,53000000.0,6,0,0.0,1,29,1531713600.0,2.0.7.4,4.1 and up,2,0,7,4,0,0,4,1,0,0,0
174,174,0.43061855158730167,0.2399451884920635,22,4.4,5343,5200000.0,6,0,0.0,1,44,1522382400.0,2.1.1,4.1 and up,2,1,1,0,0,0,4,1,0,0,0
175,175,0.4581245039682541,0.26453670634920634,22,4.0,464,24000000.0,4,0,0.0,1,44,1533528000.0,2.3.1,5.0 and up,2,3,1,0,0,0,5,0,0,0,0
176,176,0.3377651515151515,0.10751183712121212,11,4.2,108795,49000000.0,8,0,0.0,1,30,1529035200.0,8.25.10.00,4.0.3 and up,8,25,10,0,0,0,4,0,3,0,0
177,177,0.33040476190476187,0.22897172619047615,22,4.0,3789,42000000.0,6,0,0.0,1,45,1529553600.0,8.25.10.00,4.0.3 and up,8,25,10,0,0,0,4,0,3,0,0
178,178,0.4504398448773448,0.21067823322510826,22,4.0,3346,37000000.0,6,0,0.0,1,46,1529035200.0,8.25.10.00,4.0.3 and up,8,25,10,0,0,0,4,0,3,0,0
179,179,0.036875000000000005,0.008124999999999999,11,4.5,19230,45000000.0,7,0,0.0,1,27,1531368000.0,8.25.10.01,4.0.3 and up,8,25,10,1,0,0,4,0,3,0,0
180,180,0.0,0.0,22,4.6,62386,3400000.0,6,0,0.0,1,44,1528776000.0,2.7,4.0 and up,2,7,0,0,0,0,4,0,0,0,0
181,181,0.08166666666666667,0.043916666666666666,11,4.5,432,63000000.0,4,0,0.0,2,29,1532664000.0,1.0.89,4.4 and up,1,0,89,0,0,0,4,4,0,0,0
182,182,0.431165986058455,0.06757486635186437,11,4.3,11950,19000000.0,7,0,0.0,1,29,1531368000.0,6.1,4.0.3 and up,6,1,0,0,0,0,4,0,3,0,0
183,183,0.44930313552188555,0.19832381854256856,23,4.7,202474,3000000.0,8,0,0.0,4,47,1502251200.0,2.6.0,4.0 and up,2,6,0,0,0,0,4,0,0,0,0
184,184,0.3907115800865801,0.26540692640692637,23,4.6,2390185,17708452.45098039,10,0,0.0,4,47,1533355200.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
185,185,0.38781441648629145,0.1881712163932559,21,4.5,103074,17708452.45098039,6,0,0.0,3,43,1530504000.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
186,186,0.4149909154570918,0.006114307929611243,11,4.3,1168959,66000000.0,9,0,0.0,1,50,1493784000.0,2.3.3,4.1 and up,2,3,3,0,0,0,4,1,0,0,0
187,187,0.4161027687590187,0.12848917748917751,27,4.3,3781770,17708452.45098039,10,0,0.0,3,63,1533182400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
188,188,0.49524039849039864,0.0825405137397325,20,4.2,1747,5900000.0,4,0,0.0,1,42,1476676800.0,1.2.2,4.0 and up,1,2,2,0,0,0,4,0,0,0,0
189,189,0.45251853378103374,0.22507895698051952,27,4.2,58341,9300000.0,6,0,0.0,1,63,1437796800.0,4.6.2.0,2.3 and up,4,6,2,0,0,0,2,3,0,0,0
190,190,0.38800309214594936,0.14402146335807048,12,4.4,341090,53000000.0,8,0,0.0,1,35,1533009600.0,7.8.8,4.4 and up,7,8,8,0,0,0,4,4,0,0,0
191,191,0.32465070346320346,0.20323638167388172,12,4.3,14627,23000000.0,6,0,0.0,1,35,1531108800.0,5.1,4.1 and up,5,1,0,0,0,0,4,1,0,0,0
192,192,0.36875276875901875,0.0760491341991342,12,4.1,111632,65000000.0,6,0,0.0,1,35,1528516800.0,5.10.1.40699,4.4 and up,5,10,1,40699,0,0,4,4,0,0,0
193,193,0.1868402777777778,0.07724116161616161,11,3.9,133117,63000000.0,7,0,0.0,1,20,1531368000.0,2.6,4.1 and up,2,6,0,0,0,0,4,1,0,0,0
194,194,0.4481114981661857,0.06566789265422077,11,4.0,328619,15000000.0,8,0,0.0,1,18,1507262400.0,2.2,4.1 and up,2,2,0,0,0,0,4,1,0,0,0
195,195,0.45862499999999995,0.046777777777777765,14,4.1,68057,85000000.0,8,0,0.0,1,18,1532923200.0,1.3.7,4.1 and up,1,3,7,0,0,0,4,1,0,0,0
196,196,0.4125541877104378,0.017928003998316493,12,4.1,6998,24000000.0,6,0,0.0,1,35,1533096000.0,6.29.37589,5.0 and up,6,29,37589,0,0,0,5,0,0,0,0
197,197,0.4473134018759019,0.3572998737373737,17,4.2,3945,9400000.0,5,0,0.0,1,39,1515474000.0,4.2.2,3.2 and up,4,2,2,0,0,0,3,2,0,0,0
198,198,0.5710314926475644,0.4182767368626745,20,4.7,4318,12000000.0,4,0,0.0,1,42,1532577600.0,1.3.185,4.1 and up,1,3,185,0,0,0,4,1,0,0,0
199,199,0.4744802114272896,0.012272397197141408,14,3.4,148177,78000000.0,8,0,0.0,1,3,1532664000.0,1.7.2,4.1 and up,1,7,2,0,0,0,4,1,0,0,0
200,200,0.40252380952380945,0.08965625,11,4.5,4076,17708452.45098039,4,0,0.0,1,65,1533096000.0,1.3.3,4.1 and up,1,3,3,0,0,0,4,1,0,0,0
201,201,0.433542385953993,0.012375550290208022,28,4.4,867920,45000000.0,8,0,0.0,1,64,1531540800.0,1.16.2,4.0.3 and up,1,16,2,0,0,0,4,0,3,0,0
202,202,0.5115454545454545,0.36267578124999994,16,4.1,2427,5300000.0,5,0,0.0,1,38,1426132800.0,1.4,3.0 and up,1,4,0,0,0,0,3,0,0,0,0
203,203,0.45764863242612314,0.0359615134150085,14,4.4,105620,61000000.0,6,0,0.0,2,0,1531713600.0,0.5.8,4.1 and up,0,5,8,0,0,0,4,1,0,0,0
204,204,0.46490933616647895,-0.0972655883267072,28,3.8,85763,21000000.0,6,0,0.0,1,64,1440388800.0,2.8.0.17,3.0 and up,2,8,0,17,0,0,3,0,0,0,0
205,205,0.3641884920634921,0.3210916305916306,28,4.5,152780,17708452.45098039,8,0,0.0,1,64,1531886400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
206,206,0.4921669721096804,0.16185360212703964,7,3.4,1999,8000000.0,4,0,0.0,3,23,1486098000.0,1.6.5,4.2 and up,1,6,5,0,0,0,4,2,0,0,0
207,207,0.4677321428571428,0.24327678571428568,18,4.3,665,3000000.0,5,0,0.0,1,40,1533355200.0,2.0,2.3 and up,2,0,0,0,0,0,2,3,0,0,0
208,208,0.5222924031986532,0.013460700757575767,23,3.9,25037,14000000.0,6,0,0.0,1,47,1476936000.0,5.7.6,2.3 and up,5,7,6,0,0,0,2,3,0,0,0
209,209,0.4640642643842049,0.1659619932226889,23,4.2,97890,14000000.0,6,1,2.49,1,47,1472011200.0,5.7.8,2.3 and up,5,7,8,0,0,0,2,3,0,0,0
210,210,0.40573809523809523,0.17999429563492067,2,4.0,113715,17708452.45098039,8,0,0.0,1,9,1501732800.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
211,211,0.04769047619047619,0.015321428571428566,24,4.5,420973,17708452.45098039,8,0,0.0,1,48,1533182400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
212,212,0.0,0.0,24,4.3,21730,19000000.0,6,0,0.0,1,48,1527048000.0,1.6.0,4.0 and up,1,6,0,0,0,0,4,0,0,0,0
213,213,0.0,0.0,2,4.2,2225,52000000.0,5,0,0.0,1,9,1519794000.0,1.6,4.1 and up,1,6,0,0,0,0,4,1,0,0,0
214,214,0.0075000000000000015,0.0075,24,4.4,3158047,53000000.0,10,0,0.0,1,48,1533009600.0,6.9.031,4.1 and up,6,9,31,0,0,0,4,1,0,0,0
215,215,0.015,0.01953125,18,4.5,10097,7500000.0,5,0,0.0,1,40,1524715200.0,1.2,4.0 and up,1,2,0,0,0,0,4,0,0,0,0
216,216,0.0,0.0,16,4.0,2382,5900000.0,5,0,0.0,1,38,1428379200.0,1.7,3.0 and up,1,7,0,0,0,0,3,0,0,0,0
217,217,0.0,0.0,18,4.4,95736,17708452.45098039,8,0,0.0,1,40,1532923200.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
218,218,0.0,0.0,26,4.4,186116,34000000.0,7,0,0.0,1,58,1533268800.0,11.6.0,4.4 and up,11,6,0,0,0,0,4,4,0,0,0
219,219,0.014666666666666668,-0.003999999999999998,1,4.5,994,2900000.0,4,0,0.0,1,8,1522123200.0,1.6,4.1 and up,1,6,0,0,0,0,4,1,0,0,0
220,220,0.00671875,0.0040625,14,4.6,1480189,17708452.45098039,8,0,0.0,1,15,1533182400.0,5.8.1,Varies with device,5,8,1,0,0,0,0,0,0,0,0
221,221,0.0,0.0,17,4.6,3014,21000000.0,4,0,0.0,1,39,1530072000.0,1.1,5.0 and up,1,1,0,0,0,0,5,0,0,0,0
222,222,0.013541666666666665,0.0148828125,15,4.6,56145,23000000.0,6,0,0.0,1,37,1533096000.0,7.3.4-play,5.0 and up,0,0,0,0,0,0,5,0,0,0,0
223,223,0.09748737373737373,0.07510732323232323,5,4.7,3596,7800000.0,2,0,0.0,4,21,1529121600.0,1.01,4.0.3 and up,1,1,0,0,0,0,4,0,3,0,0
224,224,0.5411351190476191,0.4132200148809524,23,4.4,294701,5100000.0,8,0,0.0,4,47,1521259200.0,2.85,4.0.3 and up,2,85,0,0,0,0,4,0,3,0,0
225,225,0.4174039682539683,-0.03760595238095238,2,3.9,1739,21000000.0,5,0,0.0,1,9,1531368000.0,1.0.6,4.0.3 and up,1,0,6,0,0,0,4,0,3,0,0
226,226,0.46088653707403704,0.2703546735382673,15,4.2,14709,15000000.0,7,0,0.0,1,37,1532577600.0,2.8.2,5.0 and up,2,8,2,0,0,0,5,0,0,0,0
227,227,0.5105452301501409,0.14325219763259928,12,4.4,3780,11000000.0,4,0,0.0,1,35,1533268800.0,6.0.6,5.0 and up,6,0,6,0,0,0,5,0,0,0,0
228,228,0.5867962962962961,0.38830555555555546,13,4.7,51517,17708452.45098039,6,0,0.0,1,36,1533096000.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
229,229,0.5457182367896654,0.11245826529001753,21,3.9,32121,17708452.45098039,6,0,0.0,1,43,1523592000.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
230,230,0.5176164892977393,0.35259057426948054,3,4.7,2440695,17708452.45098039,10,0,0.0,4,12,1533182400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
231,231,0.44966435185185194,0.25687235449735446,18,4.6,39724,17708452.45098039,6,0,0.0,1,40,1530244800.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
232,232,0.49978214060245313,0.32822240259740265,13,4.3,31986,76000000.0,6,0,0.0,4,36,1511413200.0,5.7.23,5.0 and up,5,7,23,0,0,0,5,0,0,0,0
233,233,0.5781575964057872,0.21167546399141793,7,4.1,923,44000000.0,4,0,0.0,3,23,1533182400.0,3.4.1.1,4.1 and up,3,4,1,1,0,0,4,1,0,0,0
234,234,0.46499156746031745,0.27492894345238095,15,4.4,12029,4300000.0,6,0,0.0,1,37,1533355200.0,2.6,4.2 and up,2,6,0,0,0,0,4,2,0,0,0
235,235,0.5643201884920636,0.35351810515873006,17,4.3,411,95000000.0,3,0,0.0,1,39,1528430400.0,5.0,4.0.3 and up,5,0,0,0,0,0,4,0,3,0,0
236,236,0.4472659556878306,0.27618703403078393,15,4.3,13724,17708452.45098039,6,0,0.0,1,37,1502942400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
237,237,0.4462612541228612,0.15093601190476189,20,3.5,250,23000000.0,4,0,0.0,1,42,1531108800.0,1.2.0,4.4 and up,1,2,0,0,0,0,4,4,0,0,0
238,238,0.38462500000000005,0.32447916666666676,23,4.6,5073,23000000.0,6,0,0.0,2,47,1506312000.0,1.1,4.0 and up,1,1,0,0,0,0,4,0,0,0,0
239,239,0.1768708308736718,0.08726944054998031,7,3.9,10212,5000000.0,6,0,0.0,3,23,1532491200.0,1.9.7,4.4 and up,1,9,7,0,0,0,4,4,0,0,0
240,240,0.0,0.0,18,4.6,51357,80000000.0,7,0,0.0,1,40,1533009600.0,8.0,4.0 and up,8,0,0,0,0,0,4,0,0,0,0
241,241,0.0,0.0,7,4.1,535,28000000.0,4,0,0.0,3,23,1522296000.0,2.0.0,4.1 and up,2,0,0,0,0,0,4,1,0,0,0
242,242,0.0,0.0,17,4.7,831,24000000.0,4,0,0.0,1,39,1519102800.0,8.0,2.3 and up,8,0,0,0,0,0,2,3,0,0,0
243,243,0.0,0.0,28,4.4,122282,17708452.45098039,7,0,0.0,2,64,1532059200.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
244,244,0.0,0.0,7,4.0,28671,17708452.45098039,6,0,0.0,3,23,1533096000.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
245,245,0.0,0.0,26,4.4,1659,33000000.0,3,0,0.0,1,58,1530244800.0,2.4.0,4.4 and up,2,4,0,0,0,0,4,4,0,0,0
246,246,0.0,0.0,8,4.1,16103,13000000.0,6,0,0.0,1,24,1533009600.0,5.7.1,4.1 and up,5,7,1,0,0,0,4,1,0,0,0
247,247,0.0,0.0,19,4.5,65590,18000000.0,7,0,0.0,1,41,1531108800.0,3.1.0,4.0 and up,3,1,0,0,0,0,4,0,0,0,0
248,248,0.0,0.0,14,4.5,946926,57000000.0,9,0,0.0,1,59,1520226000.0,2.10.2,4.0.3 and up,2,10,2,0,0,0,4,0,3,0,0
249,249,0.37575097884218556,0.024654948083472177,14,4.6,59800,7800000.0,7,0,0.0,1,50,1520312400.0,2.9,2.3 and up,2,9,0,0,0,0,2,3,0,0,0
250,250,0.48245359848484853,0.13581628787878788,14,4.2,17039,4900000.0,7,0,0.0,1,50,1523592000.0,2.9,2.3.3 and up,2,9,0,0,0,0,2,3,3,0,0
251,251,0.32315963203463205,0.1775290404040404,27,3.7,4253,4099999.9999999995,4,0,0.0,4,63,1527739200.0,7.0.7,4.0.3 and up,7,0,7,0,0,0,4,0,3,0,0
252,252,0.4940523256505399,0.11886951659451657,27,3.7,138026,2700000.0,7,0,0.0,3,63,1456722000.0,2.1.3,2.1 and up,2,1,3,0,0,0,2,1,0,0,0
253,253,0.45764402958152955,0.13060369600018037,27,3.9,8936,17708452.45098039,5,0,0.0,1,63,1495080000.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
254,254,0.3550775946110768,0.2000909123118945,20,4.2,4476,20000000.0,5,0,0.0,1,42,1533009600.0,1.6.2,4.1 and up,1,6,2,0,0,0,4,1,0,0,0
255,255,0.5720138888888889,0.4338194444444444,20,4.2,33033,7400000.0,7,0,0.0,1,42,1532404800.0,3.27.3,4.1 and up,3,27,3,0,0,0,4,1,0,0,0
256,256,0.5914018250499501,0.32505491150053645,20,4.7,8348,2600000.0,5,0,0.0,1,42,1523592000.0,1.4.6,4.0 and up,1,4,6,0,0,0,4,0,0,0,0
257,257,0.355830704018204,0.08768325424575425,20,3.7,3596,8400000.0,6,0,0.0,1,42,1531886400.0,4.0.9,4.0.3 and up,4,0,9,0,0,0,4,0,3,0,0
258,258,0.3632434613997114,-0.02335272366522368,12,4.1,3334,17708452.45098039,5,0,0.0,1,35,1532318400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
259,259,0.3379659090909091,0.05470544733044734,21,4.2,61692,27000000.0,8,0,0.0,1,43,1532491200.0,5.9.1.1347176.a3ca6ab274,4.4 and up,0,0,0,0,0,0,4,4,0,0,0
260,260,0.46242196518759027,0.005143014971139972,14,4.5,1125438,63000000.0,8,0,0.0,1,15,1530763200.0,57.0.8,4.0.3 and up,57,0,8,0,0,0,4,0,3,0,0
261,261,0.263388933982684,0.17517545995670997,31,3.9,28835,17708452.45098039,6,0,0.0,4,70,1532577600.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
262,262,0.0,0.0,20,4.4,163,40000000.0,2,0,0.0,1,42,1530244800.0,10.4.1.015_05,4.0.3 and up,0,0,0,0,0,0,4,0,3,0,0
263,263,0.0,0.0,4,3.9,1058,23000000.0,5,0,0.0,1,13,1530244800.0,2.22.397,5.0 and up,2,22,397,0,0,0,5,0,0,0,0
264,264,0.0,0.0,12,4.2,15703,17708452.45098039,6,0,0.0,1,35,1532491200.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
265,265,0.17708333333333331,0.10249739583333332,24,3.9,129272,11000000.0,8,0,0.0,1,48,1532923200.0,1.32,4.1 and up,1,32,0,0,0,0,4,1,0,0,0
266,266,0.5172670454545454,0.22728219696969698,24,4.4,62421,9600000.0,7,0,0.0,1,48,1532750400.0,2.4,4.1 and up,2,4,0,0,0,0,4,1,0,0,0
267,267,0.40093215811965827,0.014176835317460328,30,4.7,1830388,17708452.45098039,10,0,0.0,1,68,1533528000.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
268,268,0.48803464010033376,0.059880063113714285,14,4.7,1534466,17708452.45098039,9,0,0.0,4,0,1532318400.0,2.12.5,4.1 and up,2,12,5,0,0,0,4,1,0,0,0
269,269,0.42420932539682554,0.399750496031746,4,4.2,159872,17708452.45098039,8,0,0.0,1,13,1533009600.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
270,270,0.4857461067867318,0.28700849999248434,26,3.8,6380,17708452.45098039,6,0,0.0,1,58,1533182400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
271,271,0.45533333333333337,0.2693333333333333,0,4.1,654,12000000.0,4,0,0.0,1,5,1521518400.0,1.1,4.0.3 and up,1,1,0,0,0,0,4,0,3,0,0
272,272,0.5443468915343914,0.22173148899711398,15,4.4,5038,10000000.0,5,0,0.0,1,37,1531627200.0,5.2,4.4 and up,5,2,0,0,0,0,4,4,0,0,0
273,273,0.44464553386428396,0.264229797979798,12,4.6,69973,3800000.0,6,0,0.0,1,35,1532318400.0,1.17.1,4.0 and up,1,17,1,0,0,0,4,0,0,0,0
274,274,0.2545662555037555,0.14650604603729606,21,4.7,2543,6300000.0,5,0,0.0,1,43,1531972800.0,8.0.6,4.1 and up,8,0,6,0,0,0,4,1,0,0,0
275,275,0.0,0.0,20,4.6,319,17708452.45098039,1,1,3.99,1,42,1520312400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
276,276,0.0,0.0,14,4.4,30253,17708452.45098039,6,0,0.0,1,15,1533441600.0,1.0.1.049,4.1 and up,1,0,1,49,0,0,4,1,0,0,0
277,277,0.0,0.0,29,4.5,876866,9100000.0,9,0,0.0,1,67,1532664000.0,1.4.9,4.0.3 and up,1,4,9,0,0,0,4,0,3,0,0
278,278,0.06530654761904761,0.061571428571428576,29,4.7,1335799,3800000.0,9,0,0.0,1,67,1509076800.0,2.5.2,4.2 and up,2,5,2,0,0,0,4,2,0,0,0
279,279,0.24915277777777783,0.1496795634920635,29,4.5,60571,17708452.45098039,7,0,0.0,1,67,1530504000.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
280,280,0.1717976235569985,0.08457919146825398,8,4.5,41185,17708452.45098039,6,0,0.0,1,24,1533268800.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
281,281,0.20756700937950937,0.049249864718614714,18,3.9,987,4500000.0,2,0,0.0,1,40,1503979200.0,2.0.4,4.0 and up,2,0,4,0,0,0,4,0,0,0,0
282,282,0.21953514739229027,0.11280839002267576,30,4.2,25740,51000000.0,6,0,0.0,1,68,1532404800.0,4.20,4.4 and up,4,20,0,0,0,0,4,4,0,0,0
283,283,0.37646780303030297,0.28652107007575756,6,4.3,192948,6600000.0,8,0,0.0,1,22,1529380800.0,24.6.6,4.0.3 - 7.1.1,24,6,6,0,0,0,0,0,0,0,0
284,284,0.29600999579124576,0.0036737163299663243,12,4.0,48445,10000000.0,7,0,0.0,1,35,1531713600.0,2.6.0,4.0.3 and up,2,6,0,0,0,0,4,0,3,0,0
285,285,0.28757938820438816,0.14147335477022974,14,4.5,148897,46000000.0,8,0,0.0,1,15,1531800000.0,1.20.1,4.0.3 and up,1,20,1,0,0,0,4,0,3,0,0
286,286,0.07197916666666668,0.03916666666666667,14,4.3,23005,17708452.45098039,7,0,0.0,1,3,1532491200.0,3.5,4.1 and up,3,5,0,0,0,0,4,1,0,0,0
287,287,0.132433170995671,0.011997113997113992,14,4.5,26985,41000000.0,7,0,0.0,1,15,1528084800.0,1.9.1,4.0.3 and up,1,9,1,0,0,0,4,0,3,0,0
288,288,0.2984583333333333,0.11095833333333334,14,4.2,4355,17708452.45098039,6,0,0.0,1,15,1500264000.0,1.6,2.3 and up,1,6,0,0,0,0,2,3,0,0,0
289,289,0.4168866124781303,0.05067312528947573,14,4.7,1732263,78000000.0,9,0,0.0,1,50,1531800000.0,4.8.4,3.0 and up,4,8,4,0,0,0,3,0,0,0,0
290,290,0.44142044939187797,0.07598642676767675,11,4.6,263454,74000000.0,8,0,0.0,1,50,1533182400.0,2.1.1,4.1 and up,2,1,1,0,0,0,4,1,0,0,0
291,291,0.09541666666666666,0.009795138888888884,6,4.3,14873,17708452.45098039,6,0,0.0,1,22,1531368000.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
292,292,0.0,0.0,14,4.1,753043,57000000.0,10,0,0.0,4,0,1533096000.0,1.15.2,4.0.3 and up,1,15,2,0,0,0,4,0,3,0,0
293,293,0.2933660968660969,0.12571319563931257,25,4.6,102594,15000000.0,7,0,0.0,1,49,1532318400.0,2.30.1,4.1 and up,2,30,1,0,0,0,4,1,0,0,0
294,294,0.35255871212121215,0.27319318181818186,23,4.1,35771,3500000.0,7,0,0.0,1,47,1525406400.0,4.1,4.1 and up,4,1,0,0,0,0,4,1,0,0,0
295,295,0.5198603123067409,0.18121035933312718,23,4.4,251616,13000000.0,8,0,0.0,1,47,1510549200.0,1.9.7.07,4.0.3 and up,1,9,7,7,0,0,4,0,3,0,0
296,296,0.4215510912698413,0.17687549603174607,21,4.3,131028,13000000.0,7,0,0.0,4,43,1532923200.0,5.38,4.4 and up,5,38,0,0,0,0,4,4,0,0,0
297,297,0.4733851010101011,0.24220005862193367,8,4.3,22251,1800000.0,6,0,0.0,1,24,1435464000.0,3.0,2.3 and up,3,0,0,0,0,0,2,3,0,0,0
298,298,0.49810046145983644,0.17680594448953826,8,4.3,11904,1800000.0,6,0,0.0,1,24,1440216000.0,2.0,2.3 and up,2,0,0,0,0,0,2,3,0,0,0
299,299,0.5100694444444447,0.47783333333333333,8,4.1,358,1900000.0,3,0,0.0,1,24,1408593600.0,1.1,2.3 and up,1,1,0,0,0,0,2,3,0,0,0
300,300,0.4307936507936508,0.334968253968254,29,4.7,152692,11000000.0,7,0,0.0,1,67,1530936000.0,3.5.6,4.1 and up,3,5,6,0,0,0,4,1,0,0,0
301,301,0.2852118088047184,0.0165032981743591,14,4.7,1559650,17708452.45098039,9,0,0.0,1,0,1531108800.0,2.11.1,4.1 and up,2,11,1,0,0,0,4,1,0,0,0
302,302,0.0,0.0,9,3.8,92058,12000000.0,8,0,0.0,4,31,1532059200.0,4.8.6,4.1 and up,4,8,6,0,0,0,4,1,0,0,0
303,303,0.0,0.0,21,4.3,23641,23000000.0,6,0,0.0,2,43,1530244800.0,3.9.0,4.1 and up,3,9,0,0,0,0,4,1,0,0,0
